beneficiary_id,full_name,identification_number,telephone,email,date_of_birth,gender,county,sub_county,ward,address,registration_date,status,tech_track,cohort,mentor,project_area,completion_status
TECH-000924,REBECCA KEER,57270850,,rebecca.keter@gmail.com,,female,Trans Nzoia,Cherangany,Sitatunga,"Plot 95, Lane 9, Kikuyu",2026-10-09,I,DevOps,Cohort 3,Dr. Mary Akinyi,IoT,Completed
TECH-000925,auma wanyonyisamuel,55324613,0761-804-72,auma.wanyonyi@gmail.com,1978-12-10,male,Nairobi,Kibra,Woodley,"Plot 323, Lane 11, Lenana",20260112,I,Software Engineering,Cohort 1,Dr. Mary Akinyi,EdTech,Withdrawn
TECH-000926,kimeu mwangolo,24527093,NA,kimeu@gmail.com,1973-09-27,Female,NA,Kiminini,Waitaluk,"Plot 89, Ln 3, Ruiru",2025-09-30,active,Cloud Computing,cohort 2,Prof. Catherine Chepkorir,IoT,Completed
TECH-000927,aaron onyango towett,99338984,+254 752-923-00,aaron.towett@hotmail.com,1972-01-21,female,Meru,Buuri,Kisima,"House 73, Kangundo Drive, Juja",28/06/2024,I,Cloud Computing,Cohort 2,Eng. Martin Kasina,Fintech,On Hold
TECH-000928,JOHN MUKHWANA KIBATHI,87323948,+254 769-196-95,john.kibathi@gmail.com,03/25/1987,male,Bungoma,WebuyeWest,Kimilili,"Plot 466, Lane 16, Garden Estate",07-19-2025,Inactive,Data Engineering,COHORT 2,Eng. Ezekiel Mumo,E-Commerce,On Hold
TECH-000929,SARAH NALIAKA,57576607,+254 711-500-51,sarah.naliaka@outlook.com,1966-10-24,male,Nairobi,Dagoretti South,Ngando,"Plot 180, Lane 19, Langata",14/02/2026,I,Mobile Development,Cohort 2,Dr. Sarah Mutua,HealthTech,Active
TECH-000930,MUMO JEBAT,99379526,+254 738-599-66,mumo.jebet@gmail.com,2004-07-02,female,Nakuru,Gilgil,Malewa West,"Plot 161, Lane 17, Westlands",,I,AI/ML,,Prof. Isaiah Kasina,EdTech,On Hold
TECH-000931,NABWIRE MUTHOKA,88353421,+254 754-289-08,nabwire.muthoka@gmail.com,1989-02-28,female,Machakos,Kangundo,Kangundo Central,"House 129, Mombasa Road Road, River Road",10/04/2025,I,Cloud Computing,Cohort 3,Prof. Robert Kamau,AgriTech,Completed
TECH-000932,KIPCHIRCHIR OTULA,93402670,+254 755-998-41,kipchirchir.otula@yahoo.com,1980-04-11,female,Machakos,Kangundo,Kangundo East,"Plot 51, Lane 14, Kasarani",2025-01-27,I,Software Engineering,Cohort 2,Prof. Kevin Muriuki,Fintech,Withdrawn
TECH-000933,KANAMPIU MAINA,64570721,+254 744-264-18,kanampiu.maina@gmail.com,,female,NA,Mavoko,NULL,"Plot 71, Lane 7, Mugumo",04/06/2024,I,Cybersecurity,Cohort 3,Dr. Grace Wanjiku,EdTech,On Hold
TECH-000934,MARTIN COLLINS WAMUYU,90900715,+254 747-646-09,martin.wamuyu@gmail.com,1963-04-13,male,Kilifi,Malindi,Shella,"Plot 221, Lane 12, Thika",05-10-2025,I,Data Engineering,Cohort 1,Dr. Jonah Kasina,Fintech,Withdrawn
TECH-000935,KINYUA KEMEI,38551356,+254 727-472-28,kinyua.kemei@gmail.com,1981-07-12,male,Kakamega,Matungu,Mayoni,"House 221, Athi River Drive, Kitisuru",11-09-2025,A,Software Engineering,Cohort 1,Prof. Victor Kioko,EdTech,Active
TECH-000936,KAGWIRIA NALIAKA,64 362 660,+254 728-759-23,kagwiria.naliaka@hotmail.com,NULL,male,Meru,Central Imenti,Mwangathia,"House 272, Athi River Avenue, Jogoo",06-Feb-26,A,Data Science,Cohort 2,Eng. Ezekiel Mumo,IoT,Active
TECH-000937,AMOS KEBASO,78782838,+254 791-469-82,amos.kebaso@gmail.com,1974-02-02,male,Nyeri,Kieni,Gatarakwa,"House 306, Mugumo Avenue, Kiambu Road",13-09-2024,I,Software Engineering,Cohort 2,Eng. Anne Momanyi,EdTech,Completed
TECH-000938,NDUNGE MULANDI,23756993,+254 794-646-78,ndunge.mulandi@gmail.com,1999-05-26,male,Kilifi,Malindi,Shella,"House 337, Juja Road, Kasarani",21-Jun-2026,I,Mobile Development,Cohort 3,Eng. Anne Momanyi,HealthTech,Active
TECH-000939,PATRICK WAITHERA,11916830,+254 733-175-63,patrick.waithera@outlook.com,1987-09-27,male,Kilifi,Magarini,Sabaki,"Plot 293, Lane 3, Mombasa Road",05/04/2025,A,Cloud Computing,Cohort 2,Eng. Isaac Mutua,AgriTech,Completed
TECH-000940,njoroge w. mohamed,54584415,+254 735-782-18,njoroge.mohamed@yahoo.com,1976-09-24,male,Mombasa,Jomvu,Mikindani,"House 466, Kiambu Street, Kilimani",2024-12-19,I,Mobile Development,Cohort 3,Prof. Robert Kiema,AgriTech,Active
TECH-000941,gilbert teresa kanampiu,40333941,071813733,gilbert.kanampiu@hotmail.com,2003-12-04,male,Mombasa,Likoni,Bofu,"Plot 478, Lane 12, Kiambu",2025-02-23,A,Data Engineering,Cohort 2,Dr. Joy Kaloki,Clean Energy,Active
TECH-000942,lenguro mbuthia,6535-3136,NULL,lenguro.mbuthia@gmail.com,2002-01-07,female,Kakamega,Mumias West,Mutema,"Plot 203, Lane 1, Waiyaki",NULL,A,Software Engineering,Cohort 1,Eng. Faith Nashipae,HealthTech,Withdrawn
TECH-000943,NDINDA KAIMENYI,64341068,+254 743-716-61,ndinda.kaimenyi@gmail.com,1995-06-08,male,BUNGOMA,WEBUYE WEST,KIMILILI,"Plot 133, Lane 16, Kikuyu",30/03/2025,A,Cybersecurity,Cohort 1,Eng. Amos Nduku,HealthTech,Withdrawn
TECH-000944,OWUOR SITUMA,48677336,+254 105-081-08,owuor.situma@yahoo.com,1994-07-03,female,Nairobi,Westlands,Mountain View,"House 39, Uhuru Avenue, Juja",04/19/2025,A,DevOps,Cohort 2,Dr. Mary Akinyi,IoT,On Hold
TECH-000945,GITOBU DAVID CHEPKIRUI, 81437621,+254 704-066-40,gitobu.chepkirui@gmail.com,1958-02-25,male,Kakamega,Lugari,Lugari,"Plot 91, Lane 12, Ruiru",12-Mar-24,A,Cybersecurity,Cohort 1,Dr. Joy Kaloki,Clean Energy,Active
TECH-000946,JEPKORIR OMAR,81833417,+254 778-271-96,jepkorir.omar@yahoo.com,1958-06-19,male,Trans Nzoia,Cherangany,Motosi,"House 129, Kiambu Avenue, Kilimani",2026-04-24,A,Software Engineering,Cohort 1,Dr. Jonah Kasina,E-Commerce,Active
TECH-000947,githinji namukhula,33287112,+254 119-721-56,githinji.namukhula@gmail.com,NULL,female,Kiambu,Kikuyu,Sigona,"Plot 368, Lane 9, Lavington",2024-09-10,A,NA,Cohort 2,Dr. Michael Gitonga,EdTech,On Hold
TECH-000948,margaret kihika,12346084,+254 775-509-29,margaret.kihika@gmail.com,2005-05-09,male,Nairobi,Lang'ata,Nyayo Highrise,"Plot 409, Lane 16, Kilimani",2024-11-08,A,Cloud Computing,Cohort 3,Eng. Gilbert Mutisya,Clean Energy,Withdrawn
TECH-000949,ezekiel wamuyu,19068973,+254 702-574-76,ezekiel.wamuyu@hotmail.com,1968-10-11,male,Kilifi,Rabai,Kambe/Ribe,"Plot 80, Lane 15, Ruiru",15-May-2025,I,Data Science,Cohort 2,Eng. Gilbert Mutisya,Logistics,On Hold
TECH-000950,aoko kamande,90316913,+254 794-559-60,aoko.kamande@yahoo.com,2001-03-09,female,Nairobi,Kasarani,Njiru,"House 433, Kasarani Road, Westlands",02-02-2024,I,Data Engineering,Cohort 2,Dr. Jonah Kasina,Fintech,Completed
TECH-000951,JOSEPH WAMBUGU KINYUA,63180637,+254 763-503-01,,NULL,male,Nyeri,NA,Dedan Kimathi,"Plot 429, Lane 18, Jogoo",04-08-2025,I,Cybersecurity,Cohort 1,Dr. Jonah Kasina,E-Commerce,Withdrawn
TECH-000952,victor odhiambo,30011106,+254 116-584-65,victor.odhiambo@hotmail.com,1994-07-12,male,Meru,Buuri,Timau,"Plot 90, Lane 15, Kilimani",16-05-2024,A,Cybersecurity,Cohort 3,Prof. Obadiah Mwania,AgriTech,Withdrawn
TECH-000953,odhiambo kamotho,74938160,+254 714-337-54,odhiambo.kamotho@gmail.com,1984-08-26,female,Trans Nzoia,Saboti,Kinyoro,"House 296, Mombasa Road Drive, Kenyatta",29-08-2025,A,Mobile Development,Cohort 2,Eng. Isaac Mutua,Clean Energy,Completed
TECH-000954,nyambura kipkemboi awino,31663649,+254 715-437-85,nyambura.awino@hotmail.com,1986-12-05,female,Nyeri,Mathira,Iriaini,"Plot 157, Lane 1, Ruiru",2025-05-27,A,Cloud Computing,Cohort 2,Dr. Allan Mumo,HealthTech,Withdrawn
TECH-000955,ruth simiyu,92546596,+254 779-563-60,ruth.simiyu@outlook.com,1961-10-26,female,Trans Nzoia,Kwanza,Bidii,"Plot 381, Lane 12, Tom Mboya",18 Nov 2026,I,Software Engineering,Cohort 2,Prof. Victor Kioko,HealthTech,Active
TECH-000956,zephaniah muthuri,77465708,+254 755-844-92,zephaniah.muthuri@outlook.com,1961-04-04,female,Kakamega,Matungu,Khalaba,"Plot 353, Lane 11, Kiambu",11/06/2026,I,Mobile Development,Cohort 3,Prof. Kevin Muriuki,IoT,On Hold
TECH-000957,LILIAN CHEPKIRUI MAINGI,62025775,NULL,lilian.maingi@hotmail.com,2001-09-22,male,Trans Nzoia,Kiminini,Waitaluk,"House 125, Athi River Road, Lavington",08-04-2025,A,NA,Cohort 1,Prof. Isaiah Kasina,Clean Energy,Completed
TECH-000958,mugo wairimu mutisya,93828732,+254 782-127-07,mugo.mutisya@yahoo.com,1960-10-28,female,Nyeri,Nyeri Town,Ruring'u,"House 409, Kiambu Road Road, Ruiru",02/03/2024,I,AI/ML,Cohort 3,Prof. Robert Kamau,Logistics,Completed
TECH-000959,agnes awino,72135687,+254 739-651-01,awinoagnes@outlook.com,10/14/1983,FEMALE,Trans Nzoia,Saboti,Tuwani,"plot 362, lane 20, ruiru",20251130,pending,Cloud Computing,COHORT 1,Eng. Peter Ochieng,EdTech,Completed
TECH-000960,MWIRIGI GAKUNYI KANGOGO,13600310,+254 104-163-02,mwirigi.kangogo@gmail.com,1967-07-10,male,Machakos,Matungulu,Matungulu North,"Plot 58, Lane 20, Tom Mboya",20250712,A,Data Science,Cohort 1,Prof. Obadiah Mwania,HealthTech,Active
TECH-000961,"owuor, isaac",90511561,+254 713-593-05,isaac.owuor@yahoo.com,1987-10-04,male,Trans Nzoia,Saboti,Tuwani,"House 98, Ruiru Road, Kiambu Road",17 Oct 2024,I,Cybersecurity,Cohort 1,Eng. Brian Mulwa,AgriTech,Withdrawn
TECH-000962,charity sophia masinde,71113260,+254 733-881-18,charity.masinde@hotmail.com,1978-07-22,male,Kakamega,Shinyalu,Isukha West,"Plot 313, Lane 15, Kasarani",26-Dec-2026,I,Data Engineering,Cohort 1,Dr. Sarah Mutua,Fintech,Completed
TECH-000963,muema mwende owuor,35754346,+254 745-286-49,muema.owuor@gmail.com,1953-11-06,female,Nairobi,Westlands,Mountain View,"Plot 33, Lane 19, Jogoo",2025-03-03,I,Software Engineering,Cohort 2,Dr. Jonah Kasina,E-Commerce,On Hold
TECH-000964,OCHIENG MUSILA,90198991,+254 798-025-68,ochieng.musila@yahoo.com,1982-03-01,female,Nakuru,Gilgil,Malewa West,"Plot 156, Lane 16, Kiambu Road",09 Aug 2025,A,DevOps,Cohort 3,Dr. Collins Mwania,Clean Energy,Completed
TECH-000965,nokun chepkirui,23316648,+254 115-000-13,nokun.chepkirui@gmail.com,1972-07-15,male,Machakos,Mavoko,Athi River,NA,NULL,NA,Data Engineering,Cohort 3,Dr. Collins Mwania,Fintech,Active
TECH-000966,beatrice adoyo kinya,56502604,+254 116-484-27,beatrice@outlook.com,25-Oct-84,M,Trans Nzoia,Cherangany,Sitatunga,Plot475Lane16Uhuru,08-07-2024,I,Data Engineering,cohort 3,Dr. Jeremiah Kioko,Fintech,Completed
TECH-000967,ruth achieng,67643368,+254 759-338-32,ruth.achieng@gmail.com,1991-09-10,male,Kilifi,Kilifi North,Sokoni,"Plot 181, Lane 15, Kikuyu",2025-04-08,A,AI/ML,Cohort 2,Eng. John Wekesa,IoT,Active
TECH-000968,CHEPKIRUI CATHERINE KANAMPIU,84515996,+254 782-326-54,chepkiruikanampiu@yahoo.com,1997-04-22,female,Turkana,Turkana Central,Kanamkemer,Plot110Lane5Thika,2026-01-03,I,AI/ML,Cohort 01,Eng. Anthony Wanyonyi,Fintech,Withdrawn
TECH-000969,NDINDA SIMIYU,57040785,+254 749-252-50,ndinda.simiyu@gmail.com,2006-12-14,female,Bomet,Bomet Central,Chesoen,"Plot 280, Lane 16, Argwings Kodhek",13-Nov-26,I,Cybersecurity,Cohort 2,Prof. Robert Kamau,HealthTech,Active
TECH-000970,AARON WAMALWA,89750628,+254 775-602-45,aaron.wamalwa@yahoo.com,1993-04-04,female,Kakamega,Matungu,Namamali,"Plot 279, Lane 12, Waiyaki",15/04/2025,I,Data Science,Cohort 2,Eng. Martin Kasina,Logistics,Withdrawn
TECH-000971,gichuru kivuva,85709619,+254 722-809-37,gichuru.kivuva@yahoo.com,1965-07-13,female,Kiambu,Limuru,Limuru Central,"Plot 284, Lane 9, Mombasa Road",18-02-2024,A,Software Engineering,Cohort 1,Eng. Faith Nashipae,EdTech,Active
TECH-000972,malachi githua,35395354,+254 719-352-17,malachi.githua@yahoo.com,1994-05-03,female,Bungoma,Kabuchai,West Nalondo,"House 386, Thika Drive, Outering",2026-12-31,I,Cybersecurity,Cohort 2,Prof. Daniel Mutisya,EdTech,Active
TECH-000973,naserian bett,19178028,+254 798-475-82,naserian.bett@hotmail.com,1999-06-12,male,Mombasa,Changamwe,Airport,"Plot 14, Lane 2, Karen",14/11/2025,A,Mobile Development,Cohort 1,Dr. Collins Mwania,AgriTech,Active
TECH-000974,ALICE KIPSANNG,66255243,+254 745-821-14,alice.kipsang@hotmail.com,1968-02-25,male,Kakamega,Lugari,Lwandeti,"Plot 102, Lane 10, Jogoo",22/06/2025,A,Cloud Computing,Cohort 1,Dr. Collins Mwania,EdTech,On Hold
TECH-000975,KIPROTICH MUSYOKA,72117013,+254 119-000-58,kiprotich.musyoka@hotmail.com,1970-01-09,female,Kilifi,Malindi,Jilore,"Plot 421, Lane 16, Kileleshwa",2025-10-23,A,AI/ML,Cohort 3,Prof. James Mwangi,Clean Energy,Completed
TECH-000976,andrew mutinda,40 671 219,+254 107 670 68,mutindaandrew@yahoo.com,01/11/1990,Female,Machakos,Yatta,Matuu,House331ArgwingsKodhekRdParklands,11-May-26,pending,AI/ML,cohort 3,Dr. Allan Mumo,Logistics,On Hold
TECH-000977,DAVID KIPCHUMBA,25743269,+254 736-873-54,david.kipchumba@gmail.com,1982-06-10,female,Kilifi,Kaloleni,Mwanamwinga,"House 325, Karen Street, Limuru",2025-10-28,A,Data Engineering,Cohort 3,Prof. Victor Kioko,Logistics,Completed
TECH-000978,CYNTHIA KIPCHUMBA NJOROGE,47173534,254 708 652 44,cynthia.njoroge@outlook.com,1998-01-03,female,Trans Nzoia,Endebess,Chepchoina,"House 78, Athi River Drive, Kilimani",28-06-2025,I,DevOps,Cohort 3,Prof. Robert Kamau,E-Commerce,Completed
TECH-000979,EVELYN AUMA,51986530,+254 118-365-98,evelyn.auma@hotmail.com,2005-06-17,male,MOMBASA,Likoni,Tsimba,"House 462, Ruaraka Street, Mugumo",21/05/2026,A,AI/ML,Cohort 2,Eng. Amos Nduku,E-Commerce,Completed
TECH-000980,sharon kipsang wamalwa,11099317,+254 705-801-27,sharon.wamalwa@gmail.com,2005-10-25,male,Kiambu,Kiambu,Kihara,"House 469, Juja Street, Langata",15-11-2025,A,DevOps,Cohort 1,Prof. Victor Kioko,Fintech,Completed
TECH-000981,JONAH KECH,53558017,+254 745-951-48,jonah.koech@gmail.com,1950-06-06,male,Kakamega,Lugari,Chekalini,"Plot 198, Lane 20, Kasarani",04-24-2024,A,Data Science,Cohort 2,Prof. Mercy Nduku,E-Commerce,Withdrawn
TECH-000982,MOSES NICHOLAS JUMA,18 881 109,+254 748-552-82,,1994-05-15,male,NULL,Seme,North Seme,NA,24-12-2024,A,Software Engineering,Cohort 1,Prof. Daniel Mutisya,E-Commerce,On Hold
TECH-000983,onyango emily kimani,23946199,+254 105-676-04,onyango.kimani@gmail.com,1965-01-01,male,Uasin Gishu,Soy,Kipsomba,"House 363, Karen Road, Ruiru",15-08-2026,I,Data Engineering,Cohort 2,Eng. Isaac Mutua,IoT,Withdrawn
TECH-000984,moraa muthoka otieno,68136765,+254 713-070-36,moraa.otieno@yahoo.com,1977-01-05,female,Kisumu,Muhoroni,Ombeyi,"Plot 104, Lane 16, Mugumo",2024-12-29,A,AI/ML,Cohort 3,Eng. Martin Kasina,AgriTech,Active
TECH-000985,dorothy koirr,82960874,+254 772-371-26,dorothy.korir@gmail.com,1970-11-28,female,Uasin Gishu,Turbo,Ngenyilel,"Plot 115, Lane 7, Langata",2024-09-17,I,Cybersecurity,Cohort 2,Dr. Mary Akinyi,HealthTech,Withdrawn
TECH-000986,CHEPKOECH MUENI NZIOKA,91651740,+254 739-361-11,chepkoech.nzioka@gmail.com,1970-08-17,male,Uasin Gishu,Soy,Ziwa,"House 412, Ngong Drive, Argwings Kodhek",2025-11-10,A,DevOps,Cohort 2,Eng. Peter Ochieng,Clean Energy,Completed
TECH-000987,MARTHA ANDREW KIARIE,80822714,+254 734-200-30,martha.kiarie@yahoo.com,1961-08-08,female,Nairobi,Kibra,Laini Saba,"House 368, Outering Street, Parklands",08/12/2024,I,Cybersecurity,Cohort 1,Dr. Jeremiah Kioko,EdTech,Completed
TECH-000988,TIMOTHY ROSE MUTHAMA,70-665-647,+254 761-131-73,timothy.muthama@outlook.com,1987-03-12,female,Turkana,Loima,Loima,"Plot 89, Lane 18, Waiyaki",10/04/2026,A,AI/ML,Cohort 2,Eng. Isaac Mutua,Fintech,Completed
TECH-000989,CHEPKIRUI MUTHEU NJOROGE,80374251,+254 793-641-50,chepkirui.njoroge@gmail.com,1987-06-10,female,Uasin Gishu,Soy,Segero/Barsombe,"House 127, Kenyatta Avenue, Argwings Kodhek",11/06/2026,I,Mobile Development,Cohort 2,Eng. Faith Nashipae,Fintech,On Hold
TECH-000990,CHEPKOECH CHERONO,85584413,+254 755-818-01,chepkoech.cherono@outlook.com,1964-11-10,male,Trans Nzoia,Kwanza,Bidii,"House 311, Tom Mboya Avenue, Kangundo",2025-01-11,I,Data Science,Cohort 3,Eng. John Wekesa,Clean Energy,On Hold
TECH-000991,WAIRIMU KIVUVA,92-509-986,+254 781-007-59,wairimu.kivuva@gmail.com,1993-11-13,male,Nairobi,Kibra,Laini Saba,"House 247, Lenana Road, Athi River",25-Mar-2025,I,Cloud Computing,Cohort 3,Dr. Joy Kaloki,AgriTech,Active
TECH-000992,mworoa nabea bett,49061399,+254 745-891-23,mworoa.bett@gmail.com,NULL,male,,Kabete,NULL,"Plot 211, Lane 20, Garden Estate",2025-10-13,I,Cloud Computing,Cohort 3,Prof. Esther Ondieki,E-Commerce,On Hold
TECH-000993,faith rebecca osebe,41809725,+254 771-143-97,faith.osebe@yahoo.com,NULL,male,NULL,Kapseret,Ngeria,,2024-04-24,A,Mobile Development,Cohort 1,Prof. James Mwangi,EdTech,On Hold
TECH-000994,adhiambo tsuma,54734846,+254 772-384-44,NULL,1999-02-28,male,Bungoma,Mt. Elgon,Cheptais,NA,02/17/2024,I,Data Engineering,NA,Dr. Aaron Nduku,EdTech,Completed
TECH-000995,KIPNGETICH NYAMBURA KIOKO,80899398,+254 789-097-49,NA,2001-04-19,male,NAIROBI,KASARANI,KASARANI,"House 61, Athi River Road, Moi Avenue",2024-07-16,A,Cloud Computing,Cohort 3,Dr. Harun Mwikali,HealthTech,On Hold
TECH-000996,OJWANG KIPKORIR,42160084,+254 102-620-43,o.kipkorir@outlook.com,12/14/2006,MALE,Trans Nzoia,Kiminini,Kiminini,"PLOT 241, LANE 16, OUTERING",04 Dec 2026,pending,Data Science,Cohort1,Eng. Anthony Wanyonyi,EdTech,On Hold
TECH-000997,MUTHAA MICAH OJWANG,36003419,+254 704-272-72,muthaa.ojwang@hotmail.com,2005-12-24,male,Meru,Igembe Central,Athiru Gaiti,"Plot 40, Lane 5, Uhuru",14 Jan 2024,I,Cybersecurity,Cohort 1,Eng. Brian Mulwa,EdTech,Active
TECH-000998,WAMALWA DEBORAH MWANGI,68602595,+254 786-111-05,wamalwa.mwangi@gmail.com,1972-02-25,female,Nairobi,Dagoretti North,Kilimani,"Plot 435, Lane 20, Parklands",2024-11-20,A,AI/ML,Cohort 3,Prof. Obadiah Mwania,IoT,Active
TECH-000999,FLORA KIMMUTAI,15 126 026,+254 765-024-80,flora.kimutai@gmail.com,1977-10-21,male,Nairobi,Lang'ata,Karen,"Plot 64, Lane 7, Karen",29 Oct 2024,I,Mobile Development,Cohort 2,Dr. Joy Kaloki,E-Commerce,Withdrawn
TECH-001000,ann alice wambui,77372346,+254 114-777-50,ann.wambui@gmail.com,1987-02-22,female,Kilifi,Malindi,Malindi Town,"Plot 139, Lane 20, Kileleshwa",27/10/2024,A,Cybersecurity,Cohort 3,Dr. Grace Wanjiku,IoT,Withdrawn
TECH-001001,adhiambo joel kenga,66-844-852,+254 102-040-81,adhiambo.kenga@gmail.com,1976-07-15,male,Mombasa County,Jomvu,Mikindani,NA,NA,A,NULL,Cohort 3,Prof. Catherine Chepkorir,EdTech,Withdrawn
TECH-001002,anna kibathi,28894885,+254 778-681-00,anna.kibathi@gmail.com,1990-08-26,male,Uasin Gishu,Kesses,Tulwet/Chuiyat,"Plot 394, Lane 10, Westlands",2025-01-20,I,DevOps,Cohort 2,Eng. Micah Kioko,E-Commerce,Active
TECH-001003,nanjala mitei,71985395,25475765432,nanjala.mitei@hotmail.com,1997-11-10,male,Kakamega,Butere,Marama West,"Plot 20, Lane 18, Ruiru",12-Aug-2024,I,Data Science,Cohort 2,Prof. Kevin Muriuki,E-Commerce,On Hold
TECH-001004,martha nekesa,75413577 ,+254 114-391-50,martha.nekesa@gmail.com,1993-04-04,female,Trans Nzoia,Endebess,Chepchoina,"House 438, Ruiru Avenue, Kiambu Road",2024-05-06,I,AI/ML,Cohort 1,Eng. Gilbert Mutisya,E-Commerce,On Hold
TECH-001005,miriam matoke,11951278,+254 711-326-54,NULL,1998-12-06,female,Kisumu,Kisumu Central,Shauri Moyo,"Plot 161, Lane 7, Lavington",27/04/2024,A,Cybersecurity,Cohort 1,Eng. Peter Ochieng,IoT,Active
TECH-001006,NAHUM RACHEL OKELLO,33851205,+254 116-825-34,nahum.okello@hotmail.com,1991-09-09,female,Kisumu,Nyakach,North Nyakach,"Plot 148, Lane 4, Tom Mboya",13-Oct-2025,A,Cloud Computing,Cohort 3,Dr. Mary Akinyi,EdTech,Completed
TECH-001007,nabea benjamin githua,45144127,+254 799-053-56,nabea.githua@gmail.com,1980-05-21,female,Kisumu,Muhoroni,Chemelil,"Plot 368, Lane 13, Likoni",2026-07-09,I,DevOps,Cohort 3,Prof. Catherine Chepkorir,E-Commerce,Withdrawn
TECH-001008,wangari edith jepkoech,48373096,+254 792-915-69,wangari.jepkoech@hotmail.com,1989-04-02,female,Machakos,Machakos Town,Kalama,"Plot 139, Lane 12, Langata",05-29-2024,A,Cloud Computing,Cohort 3,Eng. Gilbert Mutisya,AgriTech,Withdrawn
TECH-001009,OWUOR JOY GICHUKI,77576650,+254 736-544-81,owuor.gichuki@gmail.com,2004-11-05,female,Kisumu,Nyando,Kobura,"House 321, Ngong Road Avenue, Outering",05/11/2025,A,AI/ML,Cohort 2,Prof. Moses Muthoka,E-Commerce,Withdrawn
TECH-001010,MUENI NAISULA KATUA,34518599,+254 734-565-89,mueni.katua@hotmail.com,NULL,female,Kilifi,NA,Tezo,"House 68, Limuru Road, Thika",2024-10-01,I,Mobile Development,NA,Eng. Isaac Mutua,HealthTech,Active
TECH-001011,NASERIAN MUAMA,11630877,+254 737-823-16,naserian.muema@yahoo.com,1981-04-05,male,Kakamega,Mumias West,West Wanga,"House 115, Kenyatta Avenue, Ngong",2025-10-10,A,Cybersecurity,Cohort 2,Eng. Isaac Mutua,AgriTech,Withdrawn
TECH-001012,KIOKO NGENO,88699165,+254 118-312-29,kioko.ngeno@gmail.com,1955-11-25,male,Mombasa,Nyali,Kongowea,"House 102, Kiambu Road Road, Lenana",2025-04-19,I,Data Science,Cohort 1,Eng. John Wekesa,HealthTech,Completed
TECH-001013,ODHIAMBO CHEET,89627368,+254 772-549-97,odhiambo.chebet@gmail.com,1968-10-25,male,Nairobi,Dagoretti South,Riruta,"Plot 265, Lane 11, Kasarani",2024-05-03,A,Data Engineering,Cohort 2,Prof. Robert Kamau,Logistics,Completed
TECH-001014,charity chpkwony,58660985,+254 786-551-47,charity.chepkwony@gmail.com,1999-12-10,female,Mombasa,Kisauni,Mtopanga,"House 35, Mombasa Road Road, Ruiru",05/11/2026,A,AI/ML,Cohort 2,Eng. Anne Momanyi,HealthTech,Active
TECH-001015,OKOTH BETT,52039919,+254 739-263-01,okoth.bett@yahoo.com,1985-03-13,female,NA,NA,Kholera,"Plot 120, Lane 15, Likoni",04-21-2024,I,NULL,Cohort 1,Dr. Jonah Kasina,AgriTech,Active
TECH-001016,agnes chepngeno,80491768,+254 722-658-55,agnes.chepngeno@gmail.com,1979-07-03,male,Nairobi,Lang'ata,South C,"House 362, River Road Drive, Mugumo",19-10-2025,I,Cloud Computing,Cohort 1,Dr. Daniel Musyoka,AgriTech,Completed
TECH-001017,KALOKI KOECH,33000256,+254 105-761-63,kaloki.koech@gmail.com,1950-10-10,male,Bomet,Chepalungu,Nyongores,"Plot 127, Lane 3, Argwings Kodhek",2026-07-08,A,AI/ML,Cohort 2,Eng. Ezekiel Mumo,EdTech,On Hold
TECH-001018,MUKHWANA KEMEI,45 214 814,+254 795-839-00,mukhwana.kemei@gmail.com,1967-04-08,female,Nyeri,Tetu,Aguthi/Gaaki,"Plot 129, Lane 11, Kenyatta",17-Nov-2025,A,Software Engineering,Cohort 1,Dr. Aaron Nduku,Fintech,On Hold
TECH-001019,RONALD WAMBUI ONSONGO,22587924,+254 775-743-12,ronald.onsongo@yahoo.com,1990-05-27,male,Kakamega,NA,Marama North,"Plot 109, Lane 12, Limuru",NA,,Mobile Development,Cohort 1,Prof. Isaiah Kasina,AgriTech,On Hold
TECH-001020,florence kagwe,89726979,+254 116-627-73,florence.kagwe@outlook.com,1996-06-18,female,Nairobi,Lang'ata,Nairobi West,"Plot 92, Lane 13, Likoni",26-Oct-26,NULL,Data Science,Cohort 1,Prof. Esther Ondieki,HealthTech,Active
TECH-001021,JANE ALICE KINYUA,34260309,+254 738-126-17,NULL,1999-06-16,female,Bomet,Sotik,Rongena/Manaret,"Plot 99, Lane 20, River Road",05-Sep-2026,A,Mobile Development,Cohort 3,Eng. John Wekesa,Fintech,Withdrawn
TECH-001022,awiti mutwiri,96251321,072 529 391,awiti_mutwiri@gmail.com,1997-02-19,female,Nairobi,Lang'ata,South C,Plot 406 Lane 15 Kikuyu,31-Aug-25,I,DevOps,COHORT 1,Dr. Daniel Musyoka,Clean Energy,On Hold
TECH-001023,nyaboke kangogo,16606138,+254 735-200-55,nyaboke.kangogo@yahoo.com,1977-07-27,male,Bomet,Konoin,Embomos,"House 299, Westlands Drive, Lavington",08/05/2025,I,AI/ML,Cohort 2,Eng. Elijah Mwania,E-Commerce,Active
