beneficiary_id,full_name,id_number,mobile,email_address,date_of_birth,gender,county,sub_county,ward,postal_address,registration_date,status,training_center,training_area,skill_category,training_status,completion_status
VOC-000791,KIMANI MWIKLI,39607195,+25477308855,Kimani.mwikali@gmail.com,2001-10-14,M,Uasin Gishu,Ainabkoi,Racecourse,"House 452, Parklands Avenue, Ruiru",04/22/2025,INACTIVE,Kakamega Youth Polytechnic,Welding,Technical,Completed,Certified
VOC-000792,JANE JEPKORIR,67827740,+25410754595,Jane.jepkorir@outlook.com,1993-05-13,F,Mombasa,Jomvu,Mikindani,"Plot 382, Lane 19, Kikuyu",2025-09-27,ACTIVE,Kakamega Youth Polytechnic,Tailoring,Technical,Dropped Out,Not Started
VOC-000793,KWAMBOKA LENGURO,45877297,+25475848056,Kwamboka.lenguro@hotmail.com,1997-02-22,F,Nairobi,Kibra,Woodley,"Plot 244, Lane 19, Moi Avenue",10/27/2024,ACTIVE,Kakamega Youth Polytechnic,Welding,Technical,Dropped Out,Not Started
VOC-000794,KANANA MUYORI,62386745,+25476516595,Kanana.munyori@gmail.com,1958-01-15,M,Uasin Gishu,Kesses,Tulwet/Chuiyat,"Plot 428, Lane 20, Kasarani",18/11/2023,INACTIVE,Machakos Technical Institute,Electrical,Digital,Dropped Out,Ongoing
VOC-000795,ONGERI MUTHAA SIGEI,37852975,+25471130916,ongeri.sigei@yahoo.com,2003-09-17,M,Nakuru,Gilgil,Murindat,Not Provided,2025-06-23,ACTIVE,Thika Technical Training Institute,Masonry,Artisan,Enrolled,Not Started
VOC-000796,CECILIA WANYOIKE, 61944504,+25470998048,cecilia.wanyoike@gmail.com,1987-08-20,M,Bungoma,Webuye East,Maraka,"House 442, Ruiru Street, Ruiru",03/03/2025,INACTIVE,Machakos Technical Institute,Carpentry,Hospitality,Completed,Completed
VOC-000797,CAROLINE MBUTHIA,30454694,+25411679358,caroline.mbuthia@gmail.com,1961-02-13,F,Kakamega,Lugari,Chekalini,"Plot 401, Lane 11, Outering",2023-01-07,ACTIVE,Kakamega Youth Polytechnic,ICT,Artisan,Completed,Ongoing
VOC-000798,EUNICE KARIUKI ADOYO,11851426,+25478778557,eunice.adoyo@yahoo.com,1968-04-02,F,Not Provided,NA,Makina,Not Provided,10-Feb-2023,ACTIVE,Kitale Technical College,Tailoring,Technical,Completed,Not Started
VOC-000799,O. KAMOTHO,74938160,+25471433754,Odhiambo.kamotho@gmail.com,1984-08-26,F,Trans Nzoia,Saboti,Kinyoro,"House 296, Mombasa Road Drive, Kenyatta",2024-02-13,INACTIVE,Meru Vocational Centre,Catering,Technical,Dropped Out,Not Started
VOC-000800,PRISCILLA KIOKO,46854409,+25477169501,Priscilla@yahoo.com,06/06/1983,Female,Kakamega,Shinyalu,Isukha Central,"Plot 279, Ln 7, Kitisuru",20240822,INACTIVE,Kilifi Institute,ICT,TECHNICAL,In Progress,Ongoing
VOC-000801,RIMBERIA NJUGUNA,31183862 ,+25474247100,Rimberia.njuguna@gmail.com,1998-03-09,F,Turkana,Turkana East,Lokichar,"Plot 200, Lane 17, Ngong",04/05/2024,INACTIVE,Machakos Technical Institute,Electrical,Artisan,In Progress,Completed
VOC-000802,NYABOKE MARTHA ONYANGO,60042850,+25471676706,nyaboke.onyango@gmail.com,1975-10-14,M,Bungoma,Mt. Elgon,Kaptama,"House 150, Karen Drive, Waiyaki",2024-09-29,INACTIVE,Kakamega Youth Polytechnic,Graphics Design,Digital,Completed,Not Started
VOC-000803,ANNA ODYA,76510566,+25410256876,Anna.oduya@gmail.com,1993-05-24,F,Meru,Tigania East,Kiguchwa,"House 377, Westlands Drive, Likoni",11 Jan 2024,Not Provided,Nairobi Vocational Training Centre,Automotive,Technical,Completed,Not Started
VOC-000804,GITONGA NAFULA,97008713,+25411737405,gitonga.nafula@gmail.com,1990-12-18,M,Nakuru,Gilgil,Malewa West,"House 377, Kenyatta Street, Kilimani",13-Oct-23,ACTIVE,Nakuru Industrial Training Centre,Metalwork,Hospitality,Completed,Not Started
VOC-000805,NAHUM MUNYORI,31811407,+25475441993,nahum.munyori@gmail.com,1987-11-01,F,Bungoma,Kanduyi,Khalaba,"House 138, Kitisuru Street, Juja",2024-11-02,ACTIVE,Kisumu Youth Skills Centre,Masonry,Hospitality,Dropped Out,Not Started
VOC-000806,ACHIENG GRACE MCHARO,62688751,+25478862377,achieng.mcharo@outlook.com,1990-03-08,M,Bungoma,Webuye West,Kimilili,"House 474, Kilimani Road, Waiyaki",31-12-2025,INACTIVE,Kilifi Institute,Tailoring,Technical,Enrolled,Certified
VOC-000807,FAITH GILBERT KIPNGETICH,52055939,+25410166058,Faith.kipngetich@yahoo.com,1983-05-17,F,Nairobi,Dagoretti South,Mutuini,"House 380, Kasarani Road, Lenana",21/01/2023,ACTIVE,Meru Vocational Centre,Graphics Design,Digital,Enrolled,Completed
VOC-000808,CYNTHIA NGOROGE,47173534,+25470865244,cynthia.njoroge@outlook.com,1998-01-03,F,Trans Nzoia,Endebess,Chepchoina,"House 78, Athi River Drive, Kilimani",24/02/2024,INACTIVE,Meru Vocational Centre,Plumbing,Hospitality,Completed,Ongoing
VOC-000809,KIPNGETICH NABWIRE,60984196,+25410847263,nabwirekipngetich@outlook.com,1978-12-06,F,Nairobi,Westlands,Kitisuru,"HOUSE 320, KENYATTA DRIVE, MOI AVENUE",2023-09-09,Pending,Bomet Youth Polytechnic,Welding,HOSPITALITY,Enrolled,Not Started
VOC-000810,GITONGA JEPKORIR,57-802-228,+25472366485,gitonga.jepkorir@gmail.com,2001-07-25,F,Kiambu,Limuru,Limuru Central,"Plot 404, Lane 9, Argwings Kodhek",03/10/2025,INACTIVE,Kitale Technical College,Electrical,Artisan,In Progress,Certified
VOC-000811,JEBIWOTT AWUOR,37332854,+25475992271,jebiwott.awuor@gmail.com,1956-11-20,M,Nakuru,Subukia,Not Provided,"Plot 290, Lane 11, Garden Estate",22-Nov-25,INACTIVE,Meru Vocational Centre,Hairdressing,Artisan,Completed,Certified
VOC-000812,AUMA MAINA,80122328,+25474961561,Auma.maina@hotmail.com,1962-08-19,F,Nakuru County,Kuresoi North,Nyota,"Plot 197, Lane 20, Argwings Kodhek",20251215,INACTIVE,Kilifi Institute,Hairdressing,Artisan,Enrolled,Completed
VOC-000813,MASINDE LETSHAN,32258756,NA,masinde.leshan@yahoo.com,1984-11-04,F,Turkana,Turkana North,Kaeris,Not Provided,08/12/2024,ACTIVE,Meru Vocational Centre,Welding,Hospitality,Completed,Ongoing
VOC-000814,MWANIA MWINYI,NA,+25410883106,mwania.mwinyi@outlook.com,1960-09-12,F,Uasin Gishu,Soy,Ziwa,"Plot 46, Lane 3, Athi River",01-01-2024,INACTIVE,Kakamega Youth Polytechnic,Catering,Technical,In Progress,Not Started
VOC-000815,CAROLINE CHARITY KIPKEMOI,15425350,+25476487437,Caroline.kipkemoi@outlook.com,1984-01-01,M,Kakamega,Shinyalu,Isukha Central,"House 139, Ngong Road Street, Jogoo",06/18/2023,INACTIVE,Mombasa Technical Institute,Carpentry,Hospitality,Enrolled,Completed
VOC-000816,NASIMIYU KORIR,18579673,+25472124052,Nasimiyu.korir@gmail.com,2001-05-12,F,Machakos,Masinga,Muthesya,"Plot 107, Lane 3, Jogoo",04-Apr-2025,ACTIVE,Nakuru Industrial Training Centre,Metalwork,Hospitality,Enrolled,Certified
VOC-000817,JAMES KIOK,32638266,+25479228873,James.kioko@gmail.com,1997-01-20,M,Turkana,Turkana Central,Kalokol,NA,14 Apr 2024,ACTIVE,Thika Technical Training Institute,Electrical,Digital,Enrolled,Ongoing
VOC-000818,WACHIRA GEORGE AUMA,84335596,+25473205253,wachira.auma@gmail.com,2002-08-06,M,Kakamega,Lugari,Manda/Shivanga,"House 50, Mugumo Avenue, Thika Superhighway",25-Aug-2024,INACTIVE,Kilifi Institute,Electrical,Digital,Enrolled,Certified
VOC-000819,GICHURU KIVUVA,85709619,+25472280937,gichuru.kivuva@yahoo.com,1965-07-13,F,Kiambu,Limuru,Limuru Central,"Plot 284, Lane 9, Mombasa Road",2025-11-19,INACTIVE,Meru Vocational Centre,Plumbing,Hospitality,In Progress,Completed
VOC-000820,JOSEPH ADOYO WAITHERA,46102405,+25410770909,Joseph.waithera@hotmail.com,1987-02-16,M,Nairobi,Dagoretti North,Kileleshwa,"Plot 23, Lane 10, Lenana",26/10/2023,INACTIVE,Bomet Youth Polytechnic,Plumbing,Artisan,Completed,Completed
VOC-000821,THOMAS NABEA,42 180 102,+25478133577,thomasnabea@hotmail.com,13-Apr-74,F,Bungoma,Kimilili,Kamukuywa,House171MombasaRdStreetArgwingsKodhek,2025-09-06,Pending,Nairobi Vocational Training Centre,Masonry,ARTISAN,Completed,Completed
VOC-000822,GRACE KAMAU KIPKORIR,21980102,+25472787278,grace.kipkorir@gmail.com,1999-11-26,F,Kisumu,Nyando,Kabonyo/Kanyagwal,"Plot 105, Lane 2, Kileleshwa",29-Jan-24,INACTIVE,Kitale Technical College,Catering,Artisan,Enrolled,Ongoing
VOC-000823,CHEPKORIRLENGURO,28082355,+25410637544,Chepkorir.lenguro@gmail.com,1965-05-06,M,Mombasa,Nyali,Frere Town,"Plot 111, Lane 16, Parklands",27/02/2025,INACTIVE,Thika Technical Training Institute,Plumbing,Artisan,Completed,Ongoing
VOC-000824,STEPHEN KHAEMBA JEPKOECH,68535809,+25471606274,stephen.jepkoech@gmail.com,1969-01-06,F,Uasin Gishu,Kesses,Cheptiret/Kipchamo,"Plot 290, Lane 7, Lavington",05-Mar-2025,ACTIVE,Mombasa Technical Institute,Masonry,Hospitality,Dropped Out,Certified
VOC-000825,JANET OCHIENG KARANJA,82123324,+25472265722,Janet.karanja@outlook.com,1970-04-24,F,Kakamega,Khwisero,Kisa Central,"House 118, Ngong Avenue, Kiambu Road",09-Aug-24,INACTIVE,Eldoret Polytechnic,ICT,Artisan,Enrolled,Certified
VOC-000826,WAMBUI CHEPNGENO,52163391,+25473710843,wchepngeno@hotmail.com,1962-12-06,F,Trans Nzoia,Saboti,Tuwani,"Plot 427, Lane 19, Thika",2023-09-15,active,Eldoret Polytechnic,Electrical,TECHNICAL,Dropped Out,Completed
VOC-000827,DAVID LENGURO,98676416,+25474683715,david.lenguro@yahoo.com,1978-02-28,M,Bungoma,Webuye East,Ndivisi,"Plot 95, Lane 8, Karen",15-03-2024,INACTIVE,Bomet Youth Polytechnic,Graphics Design,Digital,Completed,Not Started
VOC-000828,MICHAEL MOHAMED,81260168,+25477315630,Michael.mohamed@gmail.com,1999-02-07,M,Machakos,Yatta,Katangi,"Plot 108, Lane 20, Moi Avenue",2024-05-03,INACTIVE,Kitale Technical College,Hairdressing,Hospitality,Enrolled,Completed
VOC-000829,ONGERI GAKUNYI BAYA,69466273,+25476649625,ongeri.baya@outlook.com,1963-09-18,F,Kiambu,Lari,Kamburu,"Plot 37, Lane 18, Kitisuru",23-Nov-2025,ACTIVE,Kilifi Institute,Plumbing,Digital,In Progress,Completed
VOC-000830,MUTHAA MWOROA,42211908,+25471737504,muthaa.mworoa@outlook.com,1967-03-15,M,Kilifi,Magarini,Adu,"Plot 148, Lane 19, Karen",04-01-2025,INACTIVE,Kitale Technical College,Electrical,Hospitality,Dropped Out,Not Started
VOC-000831,KIPNGETICH CHEROTICH NABEA,19971406,+25473108380,kipngetich.nabea@gmail.com,1972-01-10,M,Nakuru,Kuresoi South,Amalo,"Plot 140, Lane 10, Mugumo",25-May-2024,ACTIVE,Mombasa Technical Institute,Masonry,Artisan,Enrolled,Certified
VOC-000832,HOPE ONDIEKI MWOROA,26-571-117,+25479615842,Hope.mworoa@outlook.com,1983-02-27,F,Kiambu,Kikuyu,Kinoo,"House 75, Ruaraka Street, Kikuyu",2025-06-16,INACTIVE,Meru Vocational Centre,Tailoring,Artisan,Completed,Ongoing
VOC-000833,KEBASO AIWTI,68504096,+25479425806,Kebaso.awiti@hotmail.com,2003-05-26,M,Nakuru,Molo,Molo,"House 445, Parklands Street, Likoni",2023-07-25,INACTIVE,Kisumu Youth Skills Centre,Automotive,Artisan,Enrolled,Completed
VOC-000834,MURIUKI MUTISYA,43415626,+25478158926,Muriuki.mutisya@outlook.com,1980-02-18,F,Nakuru,Bahati,Dundori,"House 54, Karen Road, Ruaraka",20241017,ACTIVE,Eldoret Polytechnic,Automotive,Digital,Enrolled,Not Started
VOC-000835,DEBORAH AWITI,33535297,+25476421727,deborah.awiti@outlook.com,1981-01-23,M,Bomet,Bomet Central,Mutarakwa,"Plot 309, Lane 20, Kikuyu",11-Aug-2024,ACTIVE,Meru Vocational Centre,Plumbing,Digital,Enrolled,Ongoing
VOC-000836,KINYUA JEBET,31706858,+25410143010,kinyua.jebet@gmail.com,1958-01-13,F,Machakos,Not Provided,NA,N/A,06/26/2025,INACTIVE,Eldoret Polytechnic,Graphics Design,Artisan,Enrolled,Certified
VOC-000837,JEPKORIR WSANJOHI,54596393,+25410628785,Jepkorirwanjohi@gmail.com,1997-01-09,Female,Machakos,Mavoko,Muthwani,House17KiambuStreetMugumo,29-Nov-2023,ACTIVE,Kitale Technical College,Welding,ARTISAN,In Progress,Certified
VOC-000838,ANDREW SYOKAU MUSYOKA,10455925,+25478443555,andrew.musyoka@gmail.com,1969-12-14,M,Bungoma,Kanduyi,Marakaru/Tuuti,"House 157, Langata Drive, Kangundo",2023-07-21,INACTIVE,Kilifi Institute,Graphics Design,Hospitality,In Progress,Completed
VOC-000839,JOSHUA KIPNGETICH,25376128,+25477221423,Joshua.kipngetich@gmail.com,1994-08-19,F,Kakamega,Matungu,Namamali,"Plot 457, Lane 14, Jogoo",03-03-2025,INACTIVE,Eldoret Polytechnic,ICT,Artisan,Completed,Not Started
VOC-000840,ESTHER ISAAC MBUTHIA,30842471,+25411448009,Not Provided,1993-05-07,M,Bungoma,Bumula,Khasoko,"Plot 238, Lane 15, Uhuru",N/A,NA,Nakuru Industrial Training Centre,Graphics Design,Artisan,Dropped Out,Completed
VOC-000841,MWANGO MARGARET,56-421-468,+25478771176,Margaret.mwango@outlook.com,1994-08-14,M,Bungoma,Mt. Elgon,Chepyuk,"Plot 85, Lane 20, Kitisuru",02/09/2025,ACTIVE,Mombasa Technical Institute,Masonry,Technical,Enrolled,Not Started
VOC-000842,ACHIENG MUSYOKA KIPSANG,76977281,+25475103287,Achieng.kipsang@outlook.com,1976-11-14,M,Meru,Buuri,Ruiri/Rwarera,"Plot 7, Lane 17, Ngong Road",05/04/2025,INACTIVE,Mombasa Technical Institute,Welding,Digital,Completed,Completed
VOC-000843,GILBERT AARON ONDIEKI,46634354,+25411508175,Gilbert.ondieki@gmail.com,1983-08-05,F,Nairobi,Kasarani,Njiru,"House 38, Garden Estate Street, Kikuyu",16/05/2023,ACTIVE,Machakos Technical Institute,Graphics Design,Digital,Dropped Out,Completed
VOC-000844,JUDY ROTICH,26625933,+25410132047,Judy.rotich@gmail.com,1979-08-19,F,Kisumu,Kisumu Central,Kaloleni,"Plot 146, Lane 2, Parklands",12-04-2025,ACTIVE,Bomet Youth Polytechnic,Welding,Artisan,Completed,Certified
VOC-000845,ACHIENG GITHIINJI,58294486,+25479418132,achieng.githinji@outlook.com,NA,F,Turkana,Turkana West,Letea,"Plot 265, Lane 5, Kiambu",2023-06-22,INACTIVE,Meru Vocational Centre,Masonry,Technical,Completed,Certified
VOC-000846,KIPROP LESHAN,79651607,NA,Kiprop.leshan@gmail.com,1984-02-05,F,Bungoma,Not Provided,Sitikho,"Plot 89, Lane 2, Ngong",23-05-2025,ACTIVE,Kitale Technical College,Tailoring,Hospitality,Completed,Ongoing
VOC-000847,BARNABAS WAIRMIU,15513078,+25470469545,barnabas.wairimu@gmail.com,1970-06-27,F,Kakamega,Shinyalu,Isukha South,"Plot 357, Lane 17, Kasarani",01-30-2023,INACTIVE,Eldoret Polytechnic,Carpentry,Artisan,Enrolled,Completed
VOC-000848,ALLAN CHEPKWONY,48462628,NA,allan.chepkwony@outlook.com,1997-01-14,F,Meru,Igembe Central,Athiru Gaiti,"House 206, Athi River Road, Argwings Kodhek",2023-11-15,INACTIVE,Meru Vocational Centre,Welding,Artisan,Completed,Certified
VOC-000849,JEPCHUMBA NANJALA,80121095,+25472234997,jepchumba.nanjala@hotmail.com,1976-12-22,F,Mombasa,Kisauni,Bamburi,"House 252, Langata Street, Kikuyu",06-Jul-2023,INACTIVE,Thika Technical Training Institute,Automotive,Hospitality,Dropped Out,Certified
VOC-000850,ROSE FLORENCE RIMBERIA,68829924,N/A,Rose.rimberia@yahoo.com,N/A,F,Bomet,Chepalungu,Kongasis,"Plot 236, Lane 2, Kitisuru",11/12/2024,ACTIVE,Mombasa Technical Institute,Carpentry,Digital,Enrolled,Completed
VOC-000851,KIPKORIR NGGANGA,26492810,+25411477576,kipkorir.nganga@gmail.com,1974-06-09,F,Bomet,Sotik,Ndanai/Abosi,"Plot 4, Lane 18, Ngong Road",14/11/2025,ACTIVE,Kilifi Institute,Automotive,Hospitality,In Progress,Certified
VOC-000852,MWANIA GICHURU,69686509,+25476258266,Mwania.gichuru@hotmail.com,1956-08-06,M,KAKAMEGA,Shinyalu,Isukha South,"Plot 368, Lane 17, Kasarani",19-May-24,ACTIVE,NA,Hairdressing,Artisan,Completed,Certified
VOC-000853,DOROTHY MWANGI MBUTHIA,33608547,+25472790701,dorothy.mbuthia@gmail.com,1995-10-14,M,Nairobi,Dagoretti South,Waithaka,"Plot 89, Lane 19, Argwings Kodhek",01/11/2025,INACTIVE,Nakuru Industrial Training Centre,Welding,Hospitality,Enrolled,Completed
VOC-000854,OMBATI MUTHEU MITEI,50450560,+25478797002,Ombati.mitei@yahoo.com,1980-10-21,F,Machakos,Mavoko,Athi River,"Plot 325, Lane 17, Argwings Kodhek",25-Aug-23,ACTIVE,Kakamega Youth Polytechnic,Masonry,Digital,Dropped Out,Completed
VOC-000855,JEBIWOTT NAFULA KOECH,20135745,+25478919189,jebiwott.koech@yahoo.com,1986-08-13,M,Machakos,Yatta,Matuu,"House 418, Ngong Road Road, Ngong",09-09-2025,INACTIVE,Kisumu Youth Skills Centre,Welding,Artisan,Dropped Out,Completed
VOC-000856,RIMBERIA OKELLO KOECH,48065927,+25472474361,rimberia.koech@gmail.com,1988-12-16,M,Nakuru,Not Provided,N/A,"House 440, River Road Street, Karen",Not Provided,ACTIVE,Eldoret Polytechnic,Tailoring,Artisan,Completed,Certified
VOC-000857,JEBET JOY KIVUVA,64910054,NA,jebet.kivuva@gmail.com,1995-02-06,F,Kiambu,Kikuyu,Not Provided,"Plot 227, Lane 12, Ruiru",2024-07-08,ACTIVE,N/A,Tailoring,Technical,Dropped Out,Ongoing
VOC-000858,KALOKI WAITHERA MUNYORI,62785816,+25410126920,kaloki.munyori@hotmail.com,1993-01-20,M,Uasin Gishu,Moiben,Kimumu,"Plot 213, Lane 18, Kangundo",09-06-2025,INACTIVE,Meru Vocational Centre,Carpentry,Artisan,Completed,Not Started
VOC-000859,RIMBERIA NAIPANOI GICHUKI,68410653,+25479728848,Rimberia.gichuki@outlook.com,1975-02-14,M,Meru,Central Imenti,Kabachi,"Plot 12, Lane 9, Tom Mboya",2024-09-29,ACTIVE,Kitale Technical College,Hairdressing,Digital,Enrolled,Certified
VOC-000860,WAMBUI BAYA,49514786,+25471638625,wambui.baya@gmail.com,1999-06-09,M,Kisumu,Nyakach,West Nyakach,"Plot 90, Lane 2, Juja",29-Jul-24,INACTIVE,Kisumu Youth Skills Centre,Catering,Technical,In Progress,Certified
VOC-000861,MWENDE NEKESSA,30142372,+25411294741,Mwende.nekesa@outlook.com,1983-07-16,F,Turkana,Turkana North,Kaikor,"Plot 381, Lane 6, Kiambu Road",09-04-2024,ACTIVE,Kakamega Youth Polytechnic,Masonry,Hospitality,Dropped Out,Completed
VOC-000862,WANYONYI KENEI,74668530,+25474357796,N/A,1996-01-06,F,Nairobi,Dagoretti North,Gatina,"Plot 87, Lane 17, Karen",2025-03-06,NA,Kakamega Youth Polytechnic,Plumbing,Technical,In Progress,Certified
VOC-000863,THOMAS JEPKOECH,49761155,+25472993111,Thomas.jepkoech@hotmail.com,1989-08-05,M,Bungoma,Kanduyi,East Sang'alo,"Plot 14, Lane 1, Lenana",2023-02-05,INACTIVE,Nakuru Industrial Training Centre,Metalwork,Digital,Enrolled,Ongoing
VOC-000864,ROTICH KAGWIRIA THOMAS,98996499,+25411500263,Kagwiria.rotich@gmail.com,1964-02-27,M,Uasin Gishu,Moiben,Moiben,"House 338, Kiambu Avenue, Kiambu Road",03/09/2024,INACTIVE,Mombasa Technical Institute,ICT,Digital,In Progress,Not Started
VOC-000865,STEPHEN MCHARO,95174825,+25411980857,Stephen.mcharo@gmail.com,1986-02-20,M,Machakos,Kathiani,Upper Kaewa/Iveti,"Plot 48, Lane 14, Athi River",04/08/2023,INACTIVE,Machakos Technical Institute,ICT,Digital,Completed,Completed
VOC-000866,PEACE AUMA,34706155,+25478518361,peace.auma@outlook.com,1987-11-08,F,Kiambu,Kabete,Gitaru,"Plot 71, Lane 9, Lenana",29/12/2024,INACTIVE,Nairobi Vocational Training Centre,ICT,Digital,In Progress,Ongoing
VOC-000867,NYABOKE KIPCIRCHIR,9868-5344,+25474698192,nyaboke.kipchirchir@yahoo.com,1979-02-14,M,Uasin Gishu,Turbo,Kamagut,"Plot 69, Lane 16, Kiambu",26-Mar-2025,INACTIVE,Thika Technical Training Institute,Graphics Design,Technical,Enrolled,Not Started
VOC-000868,A. AWINO,25 610 550,+25477714998,Auma.awino@outlook.com,1961-09-08,F,Machakos,Kangundo,Kangundo Central,"Plot 176, Lane 8, Mugumo",2025-08-21,INACTIVE,Mombasa Technical Institute,Automotive,Digital,Dropped Out,Completed
VOC-000869,AWINO ADHIAMBO NZIOKA,25264369,+25477197564,awino.nzioka@gmail.com,1994-03-27,M,Machakos,Yatta,Kithimani,"Plot 51, Lane 11, Ngong",2024-03-16,ACTIVE,Kisumu Youth Skills Centre,Tailoring,Technical,Completed,Completed
VOC-000870,EVELYN AUMA,51968540,+25411836598,evelyn.auma@hotmail.com,2005-06-17,M,Mombasa,Likoni,Tsimba,"House 236, Kitisuru Avenue, Athi River",01-Feb-2025,INACTIVE,Machakos Technical Institute,Carpentry,Technical,Dropped Out,Not Started
VOC-000871,EVELYN BAYA,74994816,NA,evelyn.baya@outlook.com,1982-08-25,M,Machakos,Machakos Town,N/A,"Plot 454, Lane 5, Kitisuru",22-05-2024,N/A,Machakos Technical Institute,Automotive,Artisan,Dropped Out,Not Started
VOC-000872,KWAMBOKA MICAH SIMIYU,61144210,+25479434695,kwambokasimiyu@yahoo.com,1965-03-01,M,Machakos,Masinga,Muthesya,"PLOT 186, LANE 16, TOM MBOYA",2025-09-24,pending,Thika Technical Training Institute,ICT,TECHNICAL,Dropped Out,Completed
VOC-000873,MARTIN GAKII MBURU,60671655,+25470950946,mburumartin@outlook.com,03/04/1998,FEMALE,Kiambu,Ruiru,Gatong'ora,Plot 98 Lane 5 Parklands,20/07/2023,pending,Nakuru Industrial Training Centre,Hairdressing,DIGITAL,In Progress,Not Started
VOC-000874,AWUOR ONDITI TSUMA,60890181,+25473732535,awuor.tsuma@outlook.com,1990-12-14,F,Meru,IgembeCentral,Kiegoi,"Plot 129, Lane 19, Likoni",20250807,ACTIVE,Kakamega Youth Polytechnic,Carpentry,Digital,In Progress,Not Started
VOC-000875,DIANA MUEM,47549488,+25475318882,Diana.muema@yahoo.com,N/A,M,Meru,South Imenti,Abogeta West,"Plot 381, Lane 6, Thika",29-Aug-23,ACTIVE,Eldoret Polytechnic,Graphics Design,Technical,Enrolled,Ongoing
VOC-000876,CHEPKIRUI MUKHWANA,68080257,+25411292553,chepkirui.mukhwana@hotmail.com,1984-06-22,M,Mombasa,Nyali,Ziwa la Ng'ombe,"Plot 338, Lane 3, Ngong Road",13-05-2025,ACTIVE,Kilifi Institute,Tailoring,Digital,Dropped Out,Ongoing
VOC-000877,KANANA WAMUYU,38478250,+25472734578,Kananawamuyu@gmail.com,1990-01-14,M,Nakuru,Rongai,Soin,"Plot 185, Lane 10, Waiyaki",20240820,INACTIVE,Kisumu Youth Skills Centre,Catering,Hospitality,In Progress,Completed
VOC-000878,NOKUN LILIAN NDUNGE,19655576,+25475243294,Nokun.ndunge@outlook.com,2001-01-01,F,Nyeri,Nyeri Town,Kiganjo/Mathari,"Plot 474, Lane 13, River Road",01-May-2025,ACTIVE,Bomet Youth Polytechnic,Catering,Technical,Dropped Out,Not Started
VOC-000879,NAHUM MNUYAO,96025578,+25410884898,nahum.munyao@gmail.com,1985-11-03,M,UASIN GISHU,AINABKOI,KAPSOYA,"House 96, Limuru Drive, Jogoo",2023-03-03,ACTIVE,Meru Vocational Centre,Welding,Technical,Enrolled,Ongoing
VOC-000880,KIPROP AUMA WAIRIMU,55799693,+25410201026,kiprop.wairimu@hotmail.com,1976-02-07,M,KAKAMEGA,Butere,NA,"Plot 431, Lane 13, Mombasa Road",N/A,INACTIVE,Nairobi Vocational Training Centre,Automotive,Hospitality,Dropped Out,Certified
VOC-000881,GEORGE BAYAA,56574888,+25411438943,N/A,1979-12-02,F,Machakos,Kathiani,Lower Kaewa/Iveti,"Plot 84, Lane 10, Thika",N/A,ACTIVE,Nairobi Vocational Training Centre,Automotive,Hospitality,In Progress,Not Started
VOC-000882,KIPSANG KHAEMBA AWUOR,66601919,+25470966113,kipsang.awuor@gmail.com,1983-03-22,M,Bungoma,Webuye East,Ndivisi,"Plot 45, Lane 1, Parklands",19-10-2025,INACTIVE,Eldoret Polytechnic,Automotive,Technical,Completed,Not Started
VOC-000883,ANN MARK JEBET,15 971 136,+25475218896,ann.jebet@gmail.com,2000-01-08,M,Kilifi,Ganze,Sokoke,"Plot 161, Lane 5, Likoni",01-Jun-2023,ACTIVE,Kakamega Youth Polytechnic,Hairdressing,Technical,Dropped Out,Certified
VOC-000884,ONGERI WAMBUI,61901085,+25476510420,ongeri.wambui@hotmail.com,1971-10-13,F,Nairobi,Dagoretti North,Kileleshwa,"House 465, Waiyaki Road, Westlands",2024-09-23,INACTIVE,Machakos Technical Institute,Carpentry,Digital,Completed,Completed
VOC-000885,KWAMBOKA WANGARI,75025705,+25476548902,Kwamboka.wangari@yahoo.com,1977-05-18,F,Trans Nzoia,Kiminini,Kiminini,"House 333, Kasarani Avenue, Lavington",21-May-25,ACTIVE,Kisumu Youth Skills Centre,Masonry,Digital,In Progress,Not Started
VOC-000886,E. MARETE,31567333,+25411558001,Elijah.marete@gmail.com,1971-01-18,F,Bungoma,Bumula,South Bukusu,"House 341, Kiambu Avenue, Kiambu Road",14-Aug-2024,INACTIVE,Meru Vocational Centre,Hairdressing,Technical,Dropped Out,Completed
